"序號","分類","學測範圍標記","字母","級別","單字或片語","詞性","中文釋義","中文釋義原文","考題出現次數","來源"
"4966","高中英文參考詞彙表","進階/分科參考","S","第五級","scramble","動詞 / 名詞","攀爬;雜亂蔓延;爭奪; 爬行;攀登;爭奪","[動詞] 攀爬;雜亂蔓延;爭奪; [名詞] 爬行;攀登;爭奪","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4967","高中英文參考詞彙表","進階/分科參考","S","第五級","scrap","動詞 / 名詞","將...作為廢物;將...拆毀; 碎片;小塊;破爛","[動詞] 將...作為廢物;將...拆毀; [名詞] 碎片;小塊;破爛","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4968","高中英文參考詞彙表","進階/分科參考","S","第六級","scrape","動詞 / 名詞","刮;擦;勉強過日子; 刮;擦;擦傷;擦痕","[動詞] 刮;擦;勉強過日子; [名詞] 刮;擦;擦傷;擦痕","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4969","高中英文參考詞彙表","學測核心參考","S","第四級","scratch","動詞 / 名詞","抓;搔; 抓痕;擦傷","[動詞] 抓;搔; [名詞] 抓痕;擦傷","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4970","高中英文參考詞彙表","學測核心參考","S","第三級","scream","動詞 / 名詞","尖叫;放聲大哭; 尖叫;尖銳刺耳的聲音","[動詞] 尖叫;放聲大哭; [名詞] 尖叫;尖銳刺耳的聲音","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4971","高中英文參考詞彙表","學測核心參考","S","第二級","screen","名詞","屏;銀幕","[名詞] 屏;銀幕","2","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4972","高中英文參考詞彙表","學測核心參考","S","第三級","screw","動詞 / 名詞","(用螺釘等)固定;扭歪(臉等); 螺釘,螺絲釘","[動詞] (用螺釘等)固定;扭歪(臉等); [名詞] 螺釘,螺絲釘","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4973","高中英文參考詞彙表","進階/分科參考","S","第六級","screwdriver","名詞","螺絲刀;螺絲起子","[名詞] 螺絲刀;螺絲起子","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4974","高中英文參考詞彙表","進階/分科參考","S","第五級","script","動詞 / 名詞","把...改編為劇本; 筆跡;(戲劇、廣播等的)腳本","[動詞] 把...改編為劇本; [名詞] 筆跡;(戲劇、廣播等的)腳本","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4975","高中英文參考詞彙表","進階/分科參考","S","第六級","scroll","動詞 / 名詞","使成卷形;用渦卷飾裝飾; 卷軸;渦卷形裝飾","[動詞] 使成卷形;用渦卷飾裝飾; [名詞] 卷軸;渦卷形裝飾","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4976","高中英文參考詞彙表","學測核心參考","S","第三級","scrub","動詞 / 名詞","用力擦洗;揉; 擦洗,擦淨","[動詞] 用力擦洗;揉; [名詞] 擦洗,擦淨","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4977","高中英文參考詞彙表","進階/分科參考","S","第六級","scrutiny","名詞","詳細的檢查;仔細的觀察","[名詞] 詳細的檢查;仔細的觀察","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4978","高中英文參考詞彙表","進階/分科參考","S","第六級","sculptor","名詞","雕刻家","[名詞] 雕刻家","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4979","高中英文參考詞彙表","學測核心參考","S","第四級","sculpture","動詞 / 名詞","雕刻; 雕刻品,雕塑品;雕","[動詞] 雕刻; [名詞] 雕刻品,雕塑品;雕","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4980","高中英文參考詞彙表","學測核心參考","S","第一級","sea","名詞","海","[名詞] 海","15","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4981","高中英文參考詞彙表","學測核心參考","S","第二級","seafood","名詞","海產食品","[名詞] 海產食品","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4982","高中英文參考詞彙表","進階/分科參考","S","第六級","seagull","名詞","海鷗","[名詞] 海鷗","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4983","高中英文參考詞彙表","學測核心參考","S","第三級","seal","動詞 / 名詞","封,密封;蓋章; 圖章,印信;封(印)","[動詞] 封,密封;蓋章; [名詞] 圖章,印信;封(印)","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4984","高中英文參考詞彙表","學測核心參考","S","第二級","search","動詞 / 名詞","搜尋;搜查; 搜查,搜尋;檢查;探索,調查","[動詞] 搜尋;搜查; [名詞] 搜查,搜尋;檢查;探索,調查","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4985","高中英文參考詞彙表","學測核心參考","S","第一級","season","名詞","季節","[名詞] 季節","15","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4986","高中英文參考詞彙表","學測核心參考","S","第一級","seat","動詞 / 名詞","使就座; 座位","[動詞] 使就座; [名詞] 座位","9","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4987","高中英文參考詞彙表","學測核心參考","S","第一級","second","形容詞 / 副詞 / 名詞","第二的;次要的,副的,從屬的; 居第二位;第二,其次; 第二;秒","[形容詞] 第二的;次要的,副的,從屬的; [副詞] 居第二位;第二,其次; [名詞] 第二;秒","34","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4988","高中英文參考詞彙表","學測核心參考","S","第二級","secondary","形容詞","第二的;次要的","[形容詞] 第二的;次要的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4989","高中英文參考詞彙表","學測核心參考","S","第二級","secret","形容詞 / 名詞","神祕的,奧祕的; 秘密","[形容詞] 神祕的,奧祕的; [名詞] 秘密","2","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4990","高中英文參考詞彙表","學測核心參考","S","第一級","secretary","名詞","秘書","[名詞] 秘書","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4991","高中英文參考詞彙表","學測核心參考","S","第二級","section","名詞","節;斷面","[名詞] 節;斷面","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4992","高中英文參考詞彙表","進階/分科參考","S","第五級","sector","名詞","扇形;扇形面部分;部門","[名詞] 扇形;扇形面部分;部門","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4993","高中英文參考詞彙表","學測核心參考","S","第四級","secure","形容詞 / 動詞","安全的牢固的; 把...弄牢;關緊","[形容詞] 安全的牢固的; [動詞] 把...弄牢;關緊","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4994","高中英文參考詞彙表","學測核心參考","S","第三級","security","名詞","安全;保安;保障;證券,債券證券,債券","[名詞] 安全;保安;保障;證券,債券證券,債券","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
"4995","高中英文參考詞彙表","進階/分科參考","S","第六級","seduce","動詞","誘惑;引誘","[動詞] 誘惑;引誘","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=S&MainCategoryID=25"
